S.No,Product Code,Brand Name,Product Name,Price,Original Price (Was Price),Discount Percentage,Offer Price,URL,Category
1,462435385_black,Aditi Wasan,Woven Pattern Stole with Fringes,₹700,"₹1,399",(50% off),₹700,https://www.ajio.com/aditi-wasan-woven-pattern-stole-with-fringes-/p/462435385_black,Scarves and Stoles
2,441317626_assorted,Teamspirit,Pack of 2 Graphic Print Scarves,₹120,₹299,(60% off),₹102,https://www.ajio.com/teamspirit-pack-of-2-graphic-print-scarves/p/441317626_assorted,Scarves and Stoles
3,465431921_black,Heelium,Pack of 3 Bamboo Bandanas,₹555,"₹1,499",(63% off),₹555,https://www.ajio.com/heelium-pack-of-3-bamboo-bandanas/p/465431921_black,Scarves and Stoles
4,465431855_black,Heelium,Pack of 4 Bamboo Bandanas,₹720,"₹1,999",(64% off),₹720,https://www.ajio.com/heelium-pack-of-4-bamboo-bandanas/p/465431855_black,Scarves and Stoles
5,466492360_black,Heelium,Pack of 3 Unisex Elasticated Bandanas,₹699,"₹1,499",(53% off),₹699,https://www.ajio.com/heelium-pack-of-3-unisex-elasticated-bandanas/p/466492360_black,Scarves and Stoles
6,466488050_grey,Heelium,Unisex Heathered Elasticated Bandana,₹299,₹499,(40% off),₹299,https://www.ajio.com/heelium-unisex-heathered-elasticated-bandana-/p/466488050_grey,Scarves and Stoles
7,466488050_black,Heelium,Unisex Bandana with Logo Print,₹299,₹499,(40% off),₹299,https://www.ajio.com/heelium-unisex-bandana-with-logo-print/p/466488050_black,Scarves and Stoles
8,465431920_black,Heelium,Pack of 2 Bamboo Bandanas,₹555,"₹1,499",(63% off),₹555,https://www.ajio.com/heelium-pack-of-2-bamboo-bandanas/p/465431920_black,Scarves and Stoles
9,465462400_grey,Heelium,Pack of 3 Bamboo Bandanas - Odour Free & Breathable,₹555,"₹1,499",(63% off),₹555,https://www.ajio.com/heelium-pack-of-3-bamboo-bandanas--odour-free--breathable/p/465462400_grey,Scarves and Stoles
10,465431856_grey,Heelium,Pack of 4 Bamboo Bandanas,₹720,"₹1,999",(64% off),₹720,https://www.ajio.com/heelium-pack-of-4-bamboo-bandanas/p/465431856_grey,Scarves and Stoles
11,466482401_black,Beau Design,Logo Print Panelled Hijab Scarf,₹659,"₹1,099",(40% off),₹626,https://www.ajio.com/beau-design-logo-print-panelled-hijab-scarf/p/466482401_black,Scarves and Stoles
12,469484120_khaki,Marks & Spencer,Men Striped Knitted Scarf,"₹1,999","₹1,999",(0% off),"₹1,299",https://www.ajio.com/marks--spencer-men-striped-knitted-scarf/p/469484120_khaki,Scarves and Stoles
13,466482326_navy,Beau Design,Logo Print Panelled Hijab Scarf,₹659,"₹1,099",(40% off),₹626,https://www.ajio.com/beau-design-logo-print-panelled-hijab-scarf/p/466482326_navy,Scarves and Stoles
14,465406425_black,Heelium,Heelium Bamboo Bandanda,₹240,₹499,(52% off),₹240,https://www.ajio.com/heelium--heelium-bamboo-bandanda/p/465406425_black,Scarves and Stoles
15,465204957_blue,Gant,Knitted Woolen Scarf,"₹7,199","₹7,999",(10% off),"₹7,199",https://www.ajio.com/gant-knitted-woolen-scarf/p/465204957_blue,Scarves and Stoles
16,465406425_grey,Heelium,Heelium Bamboo Bandanda,₹240,₹499,(52% off),₹240,https://www.ajio.com/heelium-heelium-bamboo-bandanda/p/465406425_grey,Scarves and Stoles
17,465431865_black,Heelium,Pack of 4 Bamboo Bandanas - Odour Free & Breathable,₹720,"₹1,999",(64% off),₹720,https://www.ajio.com/heelium-pack-of-4-bamboo-bandanas--odour-free--breathable/p/465431865_black,Scarves and Stoles
18,465431851_black,Heelium,Pack of 4 Bamboo Bandanas,₹720,"₹1,999",(64% off),₹720,https://www.ajio.com/heelium-pack-of-4-bamboo-bandanas/p/465431851_black,Scarves and Stoles
19,465431911_grey,Heelium,Pack of 3 Bamboo Bandanas - Odour Free & Breathable,₹555,"₹1,499",(63% off),₹555,https://www.ajio.com/heelium-pack-of-3-bamboo-bandanas--odour-free--breathable/p/465431911_grey,Scarves and Stoles
20,465003415_multi,THE TIE HUB,Floral Print Scarf,"₹1,500","₹3,750",(60% off),"₹1,500",https://www.ajio.com/the-tie-hub-floral-print-scarf/p/465003415_multi,Scarves and Stoles
21,410354139_5ed,SUPERDRY,Vintage Logo Embroidered Scarf,"₹2,009","₹2,999",(33% off),"₹1,320",https://www.ajio.com/superdry-vintage-logo-embroidered-scarf/p/410354139_5ed,Scarves and Stoles
22,464879586_multi,THE TIE HUB,Graphic Print Bandana Scarves,"₹1,500","₹3,750",(60% off),"₹1,500",https://www.ajio.com/the-tie-hub-graphic-print-bandana-scarves/p/464879586_multi,Scarves and Stoles
23,465406425_white,Heelium,Heathered Heelium Bandanda,₹240,₹499,(52% off),₹240,https://www.ajio.com/heelium-heathered-heelium-bandanda/p/465406425_white,Scarves and Stoles
24,466488148_grey,Heelium,Pack of 2 Unisex Heathered Bandanas,₹499,₹999,(50% off),₹499,https://www.ajio.com/heelium-pack-of-2-unisex-heathered-bandanas/p/466488148_grey,Scarves and Stoles
25,464882081_multi,THE TIE HUB,Graphic Print Bandana Scarves,"₹1,500","₹3,750",(60% off),"₹1,500",https://www.ajio.com/the-tie-hub-graphic-print-bandana-scarves/p/464882081_multi,Scarves and Stoles
26,465431918_black,Heelium,Pack of 2 Bamboo Bandanas,₹400,₹999,(60% off),₹400,https://www.ajio.com/heelium-pack-of-2-bamboo-bandanas/p/465431918_black,Scarves and Stoles
27,465431859_white,Heelium,Pack of 4 Bamboo Bandanas - Odour Free & Breathable,₹720,"₹1,999",(64% off),₹720,https://www.ajio.com/heelium-pack-of-4-bamboo-bandanas--odour-free--breathable/p/465431859_white,Scarves and Stoles
28,465431894_grey,Heelium,Pack of 2 Bamboo Bandanas,₹400,₹999,(60% off),₹400,https://www.ajio.com/heelium-pack-of-2-bamboo-bandanas/p/465431894_grey,Scarves and Stoles
29,465431907_multi,Heelium,Pack of 3 Bamboo Bandanas - Odour Free & Breathable,₹555,"₹1,499",(63% off),₹555,https://www.ajio.com/heelium-pack-of-3-bamboo-bandanas--odour-free--breathable/p/465431907_multi,Scarves and Stoles
30,465431869_white,Heelium,Pack of 4 Bamboo Bandanas - Odour Free & Breathable,₹720,"₹1,999",(64% off),₹720,https://www.ajio.com/heelium-pack-of-4-bamboo-bandanas--odour-free--breathable/p/465431869_white,Scarves and Stoles
31,463388702_multi,Gant,Checked Scarves with Fringes,"₹6,999","₹6,999",(0% off),"₹6,999",https://www.ajio.com/gant-checked-scarves-with-fringes/p/463388702_multi,Scarves and Stoles
32,465573046_multi,Bruun & Stengade,Checked Woolen Scarf with Tassels,"₹2,799","₹3,999",(30% off),"₹1,819",https://www.ajio.com/bruun--stengade-checked-woolen-scarf-with-tassels/p/465573046_multi,Scarves and Stoles
33,464838160_black,TOSSIDO,Floral Print Scarfs,"₹1,208","₹1,590",(24% off),"₹1,193",https://www.ajio.com/tossido-floral-print-scarfs/p/464838160_black,Scarves and Stoles
34,464929329_blue,TOSSIDO,Ethnic Print Chiffon Scarf,"₹1,208","₹1,590",(24% off),"₹1,193",https://www.ajio.com/tossido-ethnic-print-chiffon-scarf/p/464929329_blue,Scarves and Stoles
35,466088159_black,THE TIE HUB,Checked Print Men Scarf with Fringed Hem,"₹2,000","₹5,000",(60% off),"₹2,000",https://www.ajio.com/the-tie-hub-checked-print-men-scarf-with-fringed-hem/p/466088159_black,Scarves and Stoles
36,465582070_grey,Lindbergh,Heathered Stole,"₹1,399","₹1,999",(30% off),"₹1,399",https://www.ajio.com/lindbergh-heathered-stole/p/465582070_grey,Scarves and Stoles
37,465431929_black,Heelium,Pack of 3 Bamboo Bandanas - Odour Free & Breathable,₹555,"₹1,499",(63% off),₹555,https://www.ajio.com/heelium-pack-of-3-bamboo-bandanas--odour-free--breathable/p/465431929_black,Scarves and Stoles
38,465431904_white,Heelium,Pack of 3 Bamboo Bandanas - Odour Free & Breathable,₹555,"₹1,499",(63% off),₹555,https://www.ajio.com/heelium-pack-of-3-bamboo-bandanas--odour-free--breathable/p/465431904_white,Scarves and Stoles
39,465205259_brown,Gant,Knitted Woolen Scarf,"₹7,199","₹7,999",(10% off),"₹7,199",https://www.ajio.com/gant-knitted-woolen-scarf/p/465205259_brown,Scarves and Stoles
40,463366751_green,Gant,Self-Design Scarf with Fringes,"₹6,299","₹6,999",(10% off),"₹6,299",https://www.ajio.com/gant-self-design-scarf-with-fringes/p/463366751_green,Scarves and Stoles
41,466087959_blue,THE TIE HUB,Geometric Pattern Men Scarf with Fringed Hem,"₹2,000","₹5,000",(60% off),"₹2,000",https://www.ajio.com/the-tie-hub-geometric-pattern-men-scarf-with-fringed-hem/p/466087959_blue,Scarves and Stoles
42,466087538_blue,THE TIE HUB,Striped Print Men Scarf with Fringed Hem,"₹2,000","₹5,000",(60% off),"₹2,000",https://www.ajio.com/the-tie-hub-striped-print-men-scarf-with-fringed-hem/p/466087538_blue,Scarves and Stoles
43,466088156_grey,THE TIE HUB,Geometric Print Men Scarf with Fringed Hem,"₹2,000","₹5,000",(60% off),"₹2,000",https://www.ajio.com/the-tie-hub-geometric-print-men-scarf-with-fringed-hem/p/466088156_grey,Scarves and Stoles
44,466087786_multi,THE TIE HUB,Colour Block Men Scarf with Fringed Hem,"₹2,000","₹5,000",(60% off),"₹2,000",https://www.ajio.com/the-tie-hub-colour-block-men-scarf-with-fringed-hem/p/466087786_multi,Scarves and Stoles
45,466086115_black,THE TIE HUB,Geometric Print Men Scarf with Fringed Hem,"₹2,000","₹5,000",(60% off),"₹2,000",https://www.ajio.com/the-tie-hub-geometric-print-men-scarf-with-fringed-hem/p/466086115_black,Scarves and Stoles
46,462439260_yellow,Aditi Wasan,Stole with Tassels Accent,₹600,"₹1,199",(50% off),₹600,https://www.ajio.com/aditi-wasan-stole-with-tassels-accent/p/462439260_yellow,Scarves and Stoles
47,465567729_navy,Lindbergh,Acrylic Scarf,"₹1,399","₹1,999",(30% off),"₹1,399",https://www.ajio.com/lindbergh-acrylic-scarf/p/465567729_navy,Scarves and Stoles
48,465431878_black,Heelium,Pack of 2 Bamboo Bandanas,₹400,₹999,(60% off),₹400,https://www.ajio.com/heelium-pack-of-2-bamboo-bandanas/p/465431878_black,Scarves and Stoles
49,465582066_olive,Lindbergh,Acrylic Stole,"₹1,399","₹1,999",(30% off),"₹1,399",https://www.ajio.com/lindbergh-acrylic-stole/p/465582066_olive,Scarves and Stoles
50,464903413_grey,Bruun & Stengade,Checked Scarf with Tassels,"₹2,799","₹3,999",(30% off),"₹1,819",https://www.ajio.com/bruun--stengade-checked-scarf-with-tassels/p/464903413_grey,Scarves and Stoles
51,464888720_beige,Bruun & Stengade,Woolen Scarf,"₹2,799","₹3,999",(30% off),"₹1,819",https://www.ajio.com/bruun--stengade-woolen-scarf/p/464888720_beige,Scarves and Stoles
52,464843636_multi,TOSSIDO,Graphic Print Scarf,"₹1,208","₹1,590",(24% off),"₹1,193",https://www.ajio.com/tossido-graphic-print-scarf/p/464843636_multi,Scarves and Stoles
53,464841990_multi,TOSSIDO,Striped Scarf,"₹1,208","₹1,590",(24% off),"₹1,193",https://www.ajio.com/tossido-striped-scarf/p/464841990_multi,Scarves and Stoles
54,464272350_black,THE TIE HUB,Woolen Scarf,"₹3,500","₹8,750",(60% off),"₹3,500",https://www.ajio.com/the-tie-hub-woolen-scarf/p/464272350_black,Scarves and Stoles
55,464843848_multi,TOSSIDO,Graphic Print Scarf,"₹1,208","₹1,590",(24% off),"₹1,193",https://www.ajio.com/tossido-graphic-print-scarf/p/464843848_multi,Scarves and Stoles
56,464880816_multi,THE TIE HUB,Graphic Print Bandana Scarves,"₹1,500","₹3,750",(60% off),"₹1,500",https://www.ajio.com/the-tie-hub-graphic-print-bandana-scarves/p/464880816_multi,Scarves and Stoles
57,464920129_multi,TOSSIDO,Tropical Print Chiffon Scarf,₹683,₹899,(24% off),₹674,https://www.ajio.com/tossido-tropical-print-chiffon-scarf/p/464920129_multi,Scarves and Stoles
58,464882083_multi,THE TIE HUB,Graphic Print Bandana Scarves,"₹1,500","₹3,750",(60% off),"₹1,500",https://www.ajio.com/the-tie-hub-graphic-print-bandana-scarves/p/464882083_multi,Scarves and Stoles
59,464929387_red,TOSSIDO,Ethnic Print Scarf,"₹1,208","₹1,590",(24% off),"₹1,193",https://www.ajio.com/tossido-ethnic-print-scarf/p/464929387_red,Scarves and Stoles
60,464929200_blue,TOSSIDO,Ethnic Print Scarf,"₹1,208","₹1,590",(24% off),"₹1,193",https://www.ajio.com/tossido-ethnic-print-scarf/p/464929200_blue,Scarves and Stoles
61,465431898_grey,Heelium,Pack of 2 Bamboo Bandanas,₹400,₹999,(60% off),₹400,https://www.ajio.com/heelium-pack-of-2-bamboo-bandanas/p/465431898_grey,Scarves and Stoles
62,465405032_multi,Heelium,Pack of 3 Heelium Bamboo Bandandas,₹555,"₹1,499",(63% off),₹555,https://www.ajio.com/heelium-pack-of-3-heelium-bamboo-bandandas/p/465405032_multi,Scarves and Stoles
63,464838804_blue,TOSSIDO,Floral Print Stole,₹683,₹899,(24% off),₹674,https://www.ajio.com/tossido-floral-print-stole/p/464838804_blue,Scarves and Stoles
64,464844510_blue,TOSSIDO,Floral Print Chiffon Stole,₹683,₹899,(24% off),₹674,https://www.ajio.com/tossido-floral-print-chiffon-stole/p/464844510_blue,Scarves and Stoles
65,464838787_multi,TOSSIDO,Geometric Print Cotton Stole,₹759,₹999,(24% off),₹749,https://www.ajio.com/tossido-geometric-print-cotton-stole/p/464838787_multi,Scarves and Stoles
66,464838884_multi,TOSSIDO,Floral Print Stole,₹683,₹899,(24% off),₹674,https://www.ajio.com/tossido-floral-print-stole/p/464838884_multi,Scarves and Stoles
67,464843818_multi,TOSSIDO,Floral Print Chiffon Stole,₹683,₹899,(24% off),₹674,https://www.ajio.com/tossido-floral-print-chiffon-stole/p/464843818_multi,Scarves and Stoles
68,463290721_navy,Gant,Checked Scarf with Fringes,"₹6,299","₹6,999",(10% off),"₹6,299",https://www.ajio.com/gant-checked-scarf-with-fringes/p/463290721_navy,Scarves and Stoles
69,463856570_maroon,THE TIE HUB,Woolen Solid Scarves,"₹3,500","₹8,750",(60% off),"₹3,500",https://www.ajio.com/the-tie-hub-woolen-solid-scarves-/p/463856570_maroon,Scarves and Stoles
70,462955812_navy,Bruun & Stengade,Striped Scarf with Tassels,"₹4,999","₹4,999",(0% off),"₹4,999",https://www.ajio.com/bruun--stengade-striped-scarf-with-tassels/p/462955812_navy,Scarves and Stoles
71,463856640_grey,THE TIE HUB,Woolen Solid Scarves,"₹3,500","₹8,750",(60% off),"₹3,500",https://www.ajio.com/the-tie-hub-woolen-solid-scarves-/p/463856640_grey,Scarves and Stoles
72,463838665_multi,Gant,Checks Woollen Scarf,"₹6,999","₹6,999",(0% off),"₹6,999",https://www.ajio.com/gant-checks-woollen-scarf/p/463838665_multi,Scarves and Stoles
73,463535685_grey,Bruun & Stengade,Checked Regular Scarf,"₹4,999","₹4,999",(0% off),"₹4,999",https://www.ajio.com/bruun--stengade-checked-regular-scarf/p/463535685_grey,Scarves and Stoles
74,463856524_blue,THE TIE HUB,Woolen Solid Scarves,"₹3,500","₹8,750",(60% off),"₹3,500",https://www.ajio.com/the-tie-hub-woolen-solid-scarves-/p/463856524_blue,Scarves and Stoles
